,Label,System,X,Y,Name,NameText,ActiveWorld,Description,ButtonLabel,Map,ExitMap,Scale,PlanetRotation,RingColor,OrbitRing,SystemLevelType,PlanetLevelType,Event,EventCondition,EventFunction,EventParameter,EventTransition,EventTransitionParameter,EventMessage,VisibleConditional,VisibleFunction,VisibleParameter,UsableConditional,UsableFunction,UsableParameter,UsablePlanetConditional,UsablePlanetFunction,UsablePlanetParameter,ImageIndex,Shader,Horizon_Atmosphere_Intensity,Horizon_Atmosphere_Falloff,Bump_Amount,Atmosphere_Min,Atmosphere_Tile_U,Atmosphere_Tile_V,Atmosphere_Pan_Multiplier,Emissive_Twinkle_Multiplier,Normal_Map_Tile,City_Emissive_Tile,ContinentMask01,ContinentMask02,Continent_Texture,Ocean_Texture,AtmosphereMaster,City_Emissive,Normal_Map,Atmosphere_ColorR,Atmosphere_ColorG,Atmosphere_ColorB,Atmosphere_ColorA,Atmosphere_MixerR,Atmosphere_MixerG,Atmosphere_MixerB,Atmosphere_MixerA,Beach_ColorR,Beach_ColorG,Beach_ColorB,Beach_ColorA,City_Emissive_ColorR,City_Emissive_ColorG,City_Emissive_ColorB,City_Emissive_ColorA,City_Emissive_MixerR,City_Emissive_MixerG,City_Emissive_MixerB,City_Emissive_MixerA,Continent_ColorR,Continent_ColorG,Continent_ColorB,Continent_ColorA,Continent_Color_AltR,Continent_Color_AltG,Continent_Color_AltB,Continent_Color_AltA,Continent_Mask_MixerR,Continent_Mask_MixerG,Continent_Mask_MixerB,Continent_Mask_MixerA,Continent_Mask_Mixer02R,Continent_Mask_Mixer02G,Continent_Mask_Mixer02B,Continent_Mask_Mixer02A,Continent_Texture_MixerR,Continent_Texture_MixerG,Continent_Texture_MixerB,Continent_Texture_MixerA,Horizon_Atmosphere_ColorR,Horizon_Atmosphere_ColorG,Horizon_Atmosphere_ColorB,Horizon_Atmosphere_ColorA,Landmass_MixerR,Landmass_MixerG,Landmass_MixerB,Landmass_MixerA,Ocean_ColorR,Ocean_ColorG,Ocean_ColorB,Ocean_ColorA,Ocean_Color_AltR,Ocean_Color_AltG,Ocean_Color_AltB,Ocean_Color_AltA,Ocean_Texture_MixerR,Ocean_Texture_MixerG,Ocean_Texture_MixerB,Ocean_Texture_MixerA,Silt_ColorR,Silt_ColorG,Silt_ColorB,Silt_ColorA,SunColor0,SunColor1,SunColor2,Brightness0,Brightness1,Brightness2,Fringe_Bloom,Opacity,Corona_ColorR,Corona_ColorG,Corona_ColorB,Corona_ColorA
123,Planet07,27,0.53,0.34,168115,Asteroid Cluster,140307,168116,138062,-1,0,1,0,-1,0,1,2,SpartaAsteroid,0,0,1,0,0,,1,975,1,1,974,1,1,1508,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
124,Planet08,27,0.12,0.31,135761,Asteroid Belt,140308,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
125,Planet01,28,0.42,0.29,158045,Therum,140401,165489,136217,9,0,4.5,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,1402,1,7,GXM_Planet_145,4,5,0,0,1,1,0.9,0.03,2,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,3,5,10,0,0.05,0,0,0,0.047776,0.011126,0.000638,0,0,0,0,1,1,0,0,1,0.238828,0.154152,0.063815,0,0.020951,0.007155,0.025371,0,2,1,1,0,0.2,0,0,0,2,1,0,0,0.476177,0.585973,0.68002,0,2,1.5,2,1,0.051122,0.038473,0.024223,0,0,0,0,0,0,0,0,0,0.017936,0.009696,0.005522,0,1746628,16108711,13721612,10,3,100,0,4,0.03423,0.078057,0.186989,0
126,Planet02,28,0.61,0.55,166035,Phaistos,140402,166036,,-1,0,4.3,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_118,3,4,0.3,0,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,1,1,0,0,0,0,0,0.012664,0.006585,0.002263,0,0,0,0,0,1,0,0,1,0.144972,0.160444,0.21952,0,0.383775,0.383775,0.383775,0,33,0.3,0.2,0,8,5,0.06,0,1,1,1,0,0.47044,0.447871,0.368591,0,33,0.2,0.2,1,0.007155,0.022013,0.230998,0,0.013473,0.082414,0.144972,0,1,1,1,0,0.008373,0.044553,0.254916,0,13669900,13780491,13669900,50,2,500,0,1,0.88318,0.625345,0.12741,0
127,Planet03,28,0.21,0.38,166037,Zakros,140403,166038,,-1,0,4.3,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_095,2,1,0,0.3,1,0.5,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.932277,0.74453,0.420508,0,2,2,2,0,0.037029,0.013473,0.006585,0,0.297653,0.011126,0,0,1,0,0,1,0.016068,0.009696,0.042987,0,1,0.579547,0.051122,0,0.5,0.02,6,0,1,1,1,0,1,1,1,0,1,1,1,0,0.2,0.5,0.3,1,0.409826,0.061907,0,0,1,0.851252,0.144972,0,0.344026,0.344026,0.344026,0,0.071761,0.016988,0.005028,0,13669900,13669900,1066872836,0,0.1,300,0,1,0.88318,0.625345,0.12741,0
128,Planet04,28,0.87,0.4,166039,Armeni,140404,166040,,-1,0,4.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_023,4,1,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,2,0,0,0.5,0.1,0,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.041452,0.093876,0.180144,0,0,0,0,0,0.1,0.023104,0.193972,0,0.2,0.2,0.6,0,0.70117,0.804559,0.523443,0,0.05,0.08,0.08,1,0.000992,0.004116,0.010398,0,0.000805,0.001687,0.001687,0,0.183549,0.687031,0.737205,0,0.103634,0.288816,0.242796,0,11393717,1066850495,14807465,1,2,10,0.5,1,0.766744,0.487765,0.68002,0
129,Planet05,28,0.07,0.79,166041,Archanes,140405,166042,138062,-1,0,5.8,0,-1,1,0,1,Nyshaban,0,0,1,0,0,,1,974,1,1,974,1,1,1447,1,-1,GXM_Planet_029,9,1,0,0,1,0.2,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,5,5,5,0,1,2,1,0,0.212044,0.038473,0.038473,0,5.7e-05,0.000107,0,0,1,0,0,1,0.932277,0.45908,0.47044,0,0.899385,0.311181,0.320382,0,0.859174,0.859174,0.859174,0,0.212044,0.212044,0.212044,0,0.737205,0.052842,0.060032,0,0.144972,0.103634,0.010398,0,2,1,1,1,0.796917,0.708298,0.867136,0,0.859174,0.84337,0.673049,0,0,0.002586,0.002586,0,0.091518,0.044553,0.014311,0,14059911,1072748183,14059911,20,0.15,50,0,3,0.68002,0.708298,0.56681,0
130,Planet06,28,0.36,0.6,135761,Asteroid Belt,140406,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
131,Planet07,28,0.36,0.46,168119,Metallic Asteroid,140407,168120,138062,-1,0,1,0,-1,0,1,2,KnossusAsteroid1,0,0,1,0,0,,1,975,1,1,974,1,1,1509,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
132,Planet08,28,0.82,0.2,135761,Asteroid Belt,140408,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
133,Planet09,28,0.57,0.06,168117,Carbonaceous Asteroid,140409,168118,138062,-1,0,1,0,-1,0,1,2,KnossusAsteroid2,0,0,1,0,0,,1,975,1,1,974,1,1,1529,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
134,Planet10,28,0.49,0.49,172981,Liara's Dig Site,140410,,,-1,0,3.2,0,-1,1,0,1,,0,0,1,0,0,,1,1671,1,1,1671,1,1,1671,1,,,19,1,0.55,0,1,1,0,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,1,1,1,5,1,0.038473,0.306635,0.339223,1
135,Planet01,29,0.24,0.59,165665,Rayingri,150101,165666,136217,21,0,4.4,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,24,GXM_Planet_046,9,2,0.55,0,1,1,0,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0,0,0,0,0,0,0,0,0.573159,0.166872,0.013473,0,0,0,0,0,1,0,0,1,0.075926,0.016068,0.000992,0,0,0,0,0,0.026549,0.026549,0.026549,0,0.012664,0.012664,0.012664,0,0,0,0,0,0.20836,0.139022,0.061907,0,0.016988,0.016988,0.016988,0,1,0.004116,0.007751,0,0.982826,0.729919,0,0,0.9743,0.9743,0.9743,0,0.180144,0.027755,0,0,15169298,13669901,4087386,1,4,2,0,2,0.073828,0.124741,0.147998,0
136,Planet02,29,0.47,0.38,165828,Junthor,150102,165829,138062,-1,0,4.7,0,-1,1,0,1,Junthor,0,0,1,0,0,,1,974,1,1,974,1,1,1448,1,-1,GXM_Planet_019,2,8,0,0,2,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,0.8,0,0,1.5,0,0,0.12753,0.022013,0.012664,0,0,0,0,1,1,0,0,1,0.113921,0.061907,0.042987,0,1,1,1,0,0.47044,0.47044,0.47044,0,1,1,1,0,0.004116,0.005028,0.004116,0,0.160444,0.38891,0.320382,0,0.4,0.5,0.8,1,0.041452,0.234895,0.22331,0,0.20836,0.560499,0.103634,0,0.45908,0.774227,0.774227,0,0.038473,0.038473,0.038473,0,14217470,14217470,2319567,2,5,20,0,3,0.160444,0.383775,0.320382,0
137,Planet03,29,0.68,0.67,165830,Pressha,150103,165831,,-1,0,5.6,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_017,4,3,0,1,1,0.1,1.01,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,2,0.2,0,1,2,0,0,0.080219,0.093876,0.031551,0,0,0,0,1,1,0,0,1,0.867136,0.88318,0.781751,0,0.101145,0.119264,0.130352,0,0.358654,0.358654,0.358654,0,0.280124,0.280124,0.280124,0,0.001433,0,0.001433,0,0.2,0.2,0.2,0,0.311181,0.315763,0.12753,1,0.038473,0.041452,0.026549,0,0,0,0,0,0,0,0,0,0.022013,0.052842,0.003697,0,11393717,7574504,11393717,1,1,30,0.5,4,0.766744,0.487765,0.68002,0
138,Planet04,29,0.29,0.18,165832,Sogelrus,150104,165833,,-1,0,4.3,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_020,2,3,0.7,0.05,1,1,1.1,0.03,2,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,2,3,0,0,0,2,0,0.263175,0.186989,0.060032,0,0,0,0,1,1,0,0,1,0.047776,0.026549,0.012664,0,0.415148,0.275833,0.176774,0,0.3,0.3,0.3,0,0.7,0.12,0.6,0,0.004116,0.004116,0.004116,0,0.804559,0.708298,0.425905,0,0.3,0.3,0.7,1,0.067725,0.047776,0.089194,0,0.585973,0.965815,0.7593,0,0.180144,1,1,0,0.091518,0.044553,0.014311,0,14217470,16376006,14217470,2,0.5,5,0,3,0.160444,0.383775,0.320382,0
139,Planet05,29,0.73,0.11,165834,Antirumgon,150105,165835,138062,-1,0,4.3,0,-1,1,0,1,Antirumgon,0,0,1,0,0,,1,974,1,1,974,1,1,1449,1,-1,GXM_Planet_023,4,1,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,2,0,0,0.5,0.1,0,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.041452,0.093876,0.180144,0,0,0,0,0,0.1,0.023104,0.193972,0,0.2,0.2,0.6,0,0.70117,0.804559,0.523443,0,0.05,0.08,0.08,1,0.000992,0.004116,0.010398,0,0.000805,0.001687,0.001687,0,0.183549,0.687031,0.737205,0,0.103634,0.288816,0.242796,0,11393717,1065133377,14807465,1,5,10,0.5,1,0.766744,0.487765,0.68002,0
140,Planet01,30,0.38,0.39,165661,Antibaar,150201,165662,136217,17,0,4.5,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,22,GXM_Planet_025,5,1.5,0,0,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,2,0,1,0,2,0,0.193972,0.103634,0.013473,0,0,0,0,1,1,0,0,1,0.991393,0.991393,0.991393,0,0.859174,0.585973,0.275833,0,0.058187,0.058187,0.058187,0,0,0.003303,0.028991,0,0.9743,0.9743,0.9743,0,0.315763,0.344026,0.673049,0,0.039947,0.039947,0.039947,1,1,0.982826,1,0,0.297653,0.007751,0.000992,0,0.708298,0.708298,0.708298,0,0.035614,0.051122,0.013473,0,13667517,14145017,13667517,10,0.1,50,0.5,1,0.766744,0.487765,0.68002,0
141,Planet02,30,0.72,0.38,165808,Patamalrus,150202,165809,138062,-1,0,4,0,-1,1,0,1,Patamalrus,0,0,1,0,0,,1,974,1,1,974,1,1,1450,1,-1,GXM_Planet_093,8,1,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.729919,0.7593,0.612066,0,2,2,2,0,0.21952,0.098689,0,0,0,0,0,0,1,0,0,1,0.075926,0.007751,0,0,1,0.851252,0.001963,0,4.2,4.2,4.2,0,0.6,11,0,0,0.230998,0.230998,0.230998,0,0.399293,0.415148,0.394083,0,0.5,1,0.193972,1,0.060032,0.026549,0.002263,0,1,0.000638,0.000638,0,1,1,1,0,0.005522,0.005028,0.000805,0,5303806,9796113,11985144,15,5,50,5,5,0.88318,0.625345,0.124741,0
142,Planet03,30,0.28,0.73,165810,Hunsalra,150203,165811,,-1,0,5.8,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_014,6,3,0,0.3,1,0.09,1.02,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,1,1,0,1.5,1.5,2,0,0.173439,0.065754,0.009021,0,5.7e-05,5.7e-05,5.7e-05,0,1,0,0,1,0.015175,0.058187,0.054592,0,0.612066,0.425905,0.133209,0,0.535642,0.535642,0.535642,0,1,1,1,0,1,1,1,0,0.139022,0,0.259027,0,0.176774,0.176774,0.176774,0,0.88318,0.645555,0.804559,0,0,2.3e-05,0.002586,0,0.875138,0.875138,0.875138,0,0.024223,0.007751,0.005028,0,11393717,1851812,14858454,10,1,40,0.5,1,0.766744,0.487765,0.68002,0
143,Planet04,30,0.69,0.19,165812,Thegeuse,150204,165813,138062,-1,0,4.4,0,-1,1,0,1,Thegeuse,0,0,1,0,0,,1,974,1,1,974,1,1,1451,1,-1,GXM_Planet_004,7,1,0,0,1,1,1.2,0.03,2,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.476177,0.436813,0.113921,0,1,2,1,0,0.080219,0.067725,0.013473,0,0,0,0,1,1,0,0,1,0.230998,0.230998,0.113921,0,0.487765,0.425905,0.119264,0,2,0.2,0,0,0.4,3,3,0,2,1,0,0,0.632043,0.74453,0.74453,0,1,0.6,0.8,1,0.080219,0.067725,0.013473,0,0,0,0,0,0,0,0,0,0.080219,0.067725,0.013473,0,9281485,-1,8893886,10,1.2,3.5,0,3,0.47044,0.436813,0.113921,0
144,Planet05,30,0.08,0.38,165814,Solmarlon,150205,165815,,-1,0,5.9,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_012,1,0.5,0,0,1,0.06,1.01,0,0,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,30,30,30,0,2,2,2,0,0.74453,0.625345,0.517401,0,9,6,0,0,1,0,0,1,0.063815,0.027755,0.012664,0,0.093876,0.044553,0.019918,0,0.751895,0.751895,0.751895,0,0.2,0,0,0,1,1,1,0,0.687031,0.7593,0.774227,0,0,0,0,1,0.032876,0.008373,0.190463,0,0.339223,0.476177,0.404541,0,0,2,2,0,0.002932,0.002263,0.012664,0,11393717,11393717,14858454,10,0.01,40,0,4,0.425905,0.708298,0.47044,0
145,Planet06,30,0.12,0.09,165816,Mawinor,150206,165817,,-1,0,3.9,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_088,8,1,1,0,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,0.715466,0.774227,0.774227,0,0,0,0,0,0.001202,0.026549,0.052842,0,0,0,0,0,1,0,0,1,0.186989,0.259027,0.306635,0,0.009021,0.464741,0.505433,0,3,3,11,0,12,11,0.6,0,1,1,1,0,0.68002,0.415148,0.263175,0,3,3,1.6,1,0.093876,0.197516,0.47044,0,0.238828,0.867136,0.618686,0,0,2,2,0,0.000175,0.073828,0.058187,0,7390192,5272203,5272203,0,2,500,0,2,0.965815,0.65237,0.43134,0
146,Planet07,30,0.64,0.55,135761,Asteroid Belt,150207,0,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
147,Planet08,30,0.65,0.53,168121,Carbonaceous Asteroid,150208,168122,138062,-1,0,1,0,-1,0,1,2,TereshkovaAsteroid,0,0,1,0,0,,1,975,1,1,974,1,1,1510,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
